# Sample	Reads1.fq[.gz][,Reads2.fq[.gz][,orphans.fq[.gz]]]
D10-ZF-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-ZF-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-ZF-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-ZF-R1_orphans.fq.gz
D02-OH-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-OH-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-OH-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-OH-R1_orphans.fq.gz
D01-ZH-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D01-ZH-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D01-ZH-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D01-ZH-R2_orphans.fq.gz
D10-OR-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-OR-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-OR-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-OR-R1_orphans.fq.gz
D06-ZH-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D06-ZH-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D06-ZH-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D06-ZH-R2_orphans.fq.gz
D01-OF-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D01-OF-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D01-OF-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D01-OF-R1_orphans.fq.gz
D04-ZR-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D04-ZR-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D04-ZR-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D04-ZR-R3_orphans.fq.gz
D03-NF-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D03-NF-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D03-NF-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D03-NF-R1_orphans.fq.gz
D08-ZH-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D08-ZH-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D08-ZH-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D08-ZH-R2_orphans.fq.gz
D02-ZR-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-ZR-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-ZR-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-ZR-R2_orphans.fq.gz
PCO-B1-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/PCO-B1-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/PCO-B1-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/PCO-B1-R1_orphans.fq.gz
D07-ZH-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D07-ZH-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D07-ZH-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D07-ZH-R1_orphans.fq.gz
D03-OF-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D03-OF-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D03-OF-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D03-OF-R2_orphans.fq.gz
NCO-B3-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/NCO-B3-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/NCO-B3-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/NCO-B3-R1_orphans.fq.gz
D10-ZR-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-ZR-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-ZR-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-ZR-R1_orphans.fq.gz
D05-ZF-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D05-ZF-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D05-ZF-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D05-ZF-R1_orphans.fq.gz
D07-ZR-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D07-ZR-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D07-ZR-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D07-ZR-R2_orphans.fq.gz
D05-OR-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D05-OR-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D05-OR-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D05-OR-R2_orphans.fq.gz
D07-ZR-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D07-ZR-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D07-ZR-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D07-ZR-R1_orphans.fq.gz
D04-OR-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D04-OR-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D04-OR-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D04-OR-R3_orphans.fq.gz
D05-OR-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D05-OR-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D05-OR-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D05-OR-R3_orphans.fq.gz
D10-OF-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-OF-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-OF-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-OF-R2_orphans.fq.gz
D03-NF-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D03-NF-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D03-NF-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D03-NF-R3_orphans.fq.gz
D06-ZF-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D06-ZF-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D06-ZF-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D06-ZF-R3_orphans.fq.gz
D10-NF-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-NF-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-NF-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-NF-R1_orphans.fq.gz
D02-OR-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-OR-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-OR-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-OR-R3_orphans.fq.gz
D07-OH-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D07-OH-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D07-OH-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D07-OH-R3_orphans.fq.gz
D09-OH-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D09-OH-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D09-OH-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D09-OH-R2_orphans.fq.gz
D08-OF-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D08-OF-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D08-OF-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D08-OF-R1_orphans.fq.gz
D09-ZH-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D09-ZH-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D09-ZH-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D09-ZH-R2_orphans.fq.gz
PCO-B3-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/PCO-B3-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/PCO-B3-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/PCO-B3-R1_orphans.fq.gz
D10-ZR-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-ZR-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-ZR-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-ZR-R2_orphans.fq.gz
D05-ZH-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D05-ZH-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D05-ZH-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D05-ZH-R2_orphans.fq.gz
D07-ZF-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D07-ZF-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D07-ZF-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D07-ZF-R2_orphans.fq.gz
NCO-B4-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/NCO-B4-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/NCO-B4-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/NCO-B4-R3_orphans.fq.gz
NCO-B3-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/NCO-B3-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/NCO-B3-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/NCO-B3-R3_orphans.fq.gz
D02-OF-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-OF-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-OF-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-OF-R3_orphans.fq.gz
D06-OH-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D06-OH-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D06-OH-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D06-OH-R1_orphans.fq.gz
NCO-B1-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/NCO-B1-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/NCO-B1-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/NCO-B1-R2_orphans.fq.gz
D09-OF-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D09-OF-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D09-OF-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D09-OF-R2_orphans.fq.gz
D03-OF-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D03-OF-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D03-OF-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D03-OF-R3_orphans.fq.gz
D09-OF-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D09-OF-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D09-OF-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D09-OF-R1_orphans.fq.gz
D06-OF-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D06-OF-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D06-OF-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D06-OF-R3_orphans.fq.gz
D01-ZH-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D01-ZH-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D01-ZH-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D01-ZH-R3_orphans.fq.gz
D08-NF-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D08-NF-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D08-NF-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D08-NF-R2_orphans.fq.gz
D04-OH-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D04-OH-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D04-OH-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D04-OH-R1_orphans.fq.gz
D03-OR-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D03-OR-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D03-OR-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D03-OR-R3_orphans.fq.gz
D10-OH-R2	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-OH-R2_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-OH-R2_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D10-OH-R2_orphans.fq.gz
D02-NF-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-NF-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-NF-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-NF-R3_orphans.fq.gz
D02-ZF-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-ZF-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-ZF-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D02-ZF-R3_orphans.fq.gz
PCO-B2-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/PCO-B2-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/PCO-B2-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/PCO-B2-R1_orphans.fq.gz
D06-OR-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D06-OR-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D06-OR-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D06-OR-R3_orphans.fq.gz
D05-OR-R1	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D05-OR-R1_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D05-OR-R1_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/D05-OR-R1_orphans.fq.gz
PCO-B3-R3	/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/PCO-B3-R3_1.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/PCO-B3-R3_2.fq.gz,/oak/stanford/scg/lab_asbhatt/maidvora/projects/benchmark/1.preprocess/preprocessing/01_processing/05_sync/PCO-B3-R3_orphans.fq.gz
